,title,author,repository,category,created_at,approval_time_days,curators,comments_count,review_comments_count,commits_count,additions_count,deletions_count,changed_files_count,performance_score,is_stale,state,GitHub Link
1387,GenesisDAO,,w3f_grants,,2022-12-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1383
1388,Change polkadotjs hardware wallet grant address,,w3f_grants,,2022-12-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1382
1389,Uniearn.info grant Application,,w3f_grants,,2022-12-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1381
1390,Epirus Phase II grant delivered first milestone,,w3f_grants,,2022-12-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1380
1391,Grant and github link for Afloat in index,,w3f_grants,,2022-12-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1379
1392,Update SaaS3.md - fix website,,w3f_grants,,2022-12-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1378
1393,Update SaaS3.md - fix website,,w3f_grants,,2022-12-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1377
1394,Fixed grant details for the ECDSA hardware wallet support,,w3f_grants,,2022-12-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1376
1395,PostThread Grant Application,,w3f_grants,,2022-12-16,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1375
1396,PostThread Grants Application,,w3f_grants,,2022-12-16,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1374
1397,Update application_approved.yml,,w3f_grants,,2022-12-16,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1373
1398,Mini fix actions,,w3f_grants,,2022-12-16,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1372
1399,Added two gh actions,,w3f_grants,,2022-12-15,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1371
1400,Add substrate-parachain-PoS-template,,w3f_grants,,2022-12-15,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1370
1401,wootzapp grant request,,w3f_grants,,2022-12-15,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1369
1402,Update typechain-polkadot-follow-up.md,,w3f_grants,,2022-12-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1368
1403,Update sol2ink-follow-up.md,,w3f_grants,,2022-12-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1367
1404,Update openbrush-follow-up-2.md,,w3f_grants,,2022-12-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1366
1405,Iris Amendment,,w3f_grants,,2022-12-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1365
1406,GIRAF - Legislation for communities,,w3f_grants,,2022-12-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1364
1407,Update publish.yml - message to matrix channel,,w3f_grants,,2022-12-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1363
1408,Add matrix tokens on GitHub workflow README,,w3f_grants,,2022-12-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1362
1409,Create Rubeus_keeper_st2.md,,w3f_grants,,2022-12-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1361
1410,Proposal: Schnorr Wallet,,w3f_grants,,2022-12-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1360
1411,Bitcoin address update to comply with the process,,w3f_grants,,2022-12-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1359
1412,Create Application Template for Research Grants,,w3f_grants,,2022-12-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1358
1413,Add faterium first delivery,,w3f_grants,,2022-12-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1357
1414,Update index.md,,w3f_grants,,2022-12-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1356
1415,Amend Calamar,,w3f_grants,,2022-12-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1355
1416,Amend Interstellar-Network M5,,w3f_grants,,2022-12-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1354
1417,Application: Research feasibility and design for Java Host,,w3f_grants,,2022-12-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1353
1418,Edit daos,,w3f_grants,,2022-12-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1352
1419,Edit Ink Boxes,,w3f_grants,,2022-12-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1351
1420,Ink Boxes application - Updated Team Code Repos,,w3f_grants,,2022-12-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1350
1421,Improve w3f grants website,,w3f_grants,,2022-12-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1349
1422,Grant: Substrate Tokenomics Survey,,w3f_grants,,2022-12-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1348
1423,Replace PR links in Applications index,,w3f_grants,,2022-12-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1347
1424,Update applications index,,w3f_grants,,2022-12-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1346
1425,Terminate Tribal Protocol,,w3f_grants,,2022-12-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1345
1426,Meta Defender - changed delivery schedule ,,w3f_grants,,2022-12-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1344
1427,Replace github links with internal links,,w3f_grants,,2022-12-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1343
1428,ArtZero and InkWhale Project on Ink! Smart Contract,,w3f_grants,,2022-12-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1342
1429,Links to the grant contracts in the applications index,,w3f_grants,,2022-12-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1341
1430,Adding Me Protocol To Grants-Program,,w3f_grants,,2022-12-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1340
1431,Update SaaS3,,w3f_grants,,2022-12-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1339
1432,Update SaaS3.md,,w3f_grants,,2022-12-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1338
1433,Update index.md,,w3f_grants,,2022-12-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1337
1434,Edit guidelines: USDT on Polkadot/Kusama,,w3f_grants,,2022-12-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1336
1435,"Update scale-codec-comparator, Change the implemented libs in m2",,w3f_grants,,2022-12-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1335
1436,Add Solang maintenance,,w3f_grants,,2022-12-05,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1334
1437,Terminate PolkaSignIn,,w3f_grants,,2022-12-05,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1333
1438,Added Me protocol,,w3f_grants,,2022-12-05,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1332
1439,STYLE Protocol grant Application ,,w3f_grants,,2022-12-05,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1331
1440,Amendment to grant proposal Fair Squares,,w3f_grants,,2022-12-04,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1330
1441,Guidelines adjustments for better accommodate research grant applications,,w3f_grants,,2022-12-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1329
1442,Update index.md to check first delivery of Qrucial DAO,,w3f_grants,,2022-12-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1328
1443,Update index.md to check first delivery of Idiyanale - Multi-token ,,w3f_grants,,2022-12-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1327
1444,Validators selection,,w3f_grants,,2022-12-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1326
1445,update btc address in calamar application,,w3f_grants,,2022-12-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1325
1446,Hybrid node research grant proposal,,w3f_grants,,2022-11-30,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1324
1447,Fix last links,,w3f_grants,,2022-11-30,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1323
1448,RV KMIR Grant,,w3f_grants,,2022-11-29,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1322
1449,Fix a link,,w3f_grants,,2022-11-29,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1321
1450,Apillon Grant Request,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1319
1451,Update Societal grant,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1318
1452,Proposal: Green Lemon🍋 Phase 2 ,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1317
1453,Suggestion that RFPs require three approvals.,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1316
1454,Polkadot light client,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1315
1455,Update index.md - Uke completed,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1314
1456,Update validator-selection-algorithm.md,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1313
1457,initial commit,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1312
1458,Polkadot light client,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1311
1459,Add BPF contracts RFP,,w3f_grants,,2022-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1310
1460,RFP: Designing Upchain - a framework for securing Substrate runtime upgrades and Substrate network upgrades (#1309,,w3f_grants,,2022-11-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1309
1461,Iris Amendment: Modify Estimated Duration,,w3f_grants,,2022-11-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1308
1462,Update index.md - Ink Explorer by Blockcoders completed,,w3f_grants,,2022-11-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1307
1463,Update verida_network.md,,w3f_grants,,2022-11-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1306
1464,Add wasm-opt-for-rust maintenance grant,,w3f_grants,,2022-11-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1305
1465,L1 multi-asset stablecoin blockchain Stative Network,,w3f_grants,,2022-11-24,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1304
1466,Update TREX network phase-1 milestone.,,w3f_grants,,2022-11-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1303
1467,TREX network phase 1 milestone update ,,w3f_grants,,2022-11-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1302
1468,Update index.md to check mangobox first delivery and as completed.,,w3f_grants,,2022-11-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1301
1469,Terminate Polkaholic,,w3f_grants,,2022-11-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1300
1470,Update accepted_grant_applications.md to mark massbit grant as completed.,,w3f_grants,,2022-11-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1299
1471,Update accepted_grant_applications.md (#1297),,w3f_grants,,2022-11-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1298
1472,Update accepted_grant_applications.md,,w3f_grants,,2022-11-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1297
1473,Website,,w3f_grants,,2022-11-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1296
1474,Update index.md,,w3f_grants,,2022-11-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1295
1475,modify daos m2.,,w3f_grants,,2022-11-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1294
1476,update the delivery,,w3f_grants,,2022-11-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1293
1477,test page deployment,,w3f_grants,,2022-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1292
1478,"Move applications back to root, use symlink instead",,w3f_grants,,2022-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1291
1479,ZK-Snarks tutorial,,w3f_grants,,2022-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1290
1480,fix remaining links,,w3f_grants,,2022-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1289
1481,[zero network] update timeline and company entity,,w3f_grants,,2022-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1288
1482,Zombienet Explorer (previously Polkaholic.io),,w3f_grants,,2022-11-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1286
1483,Unified deployment for the collator node,,w3f_grants,,2022-11-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1285
1484,Terminate Setheum LaunchPad Crowdsales Module,,w3f_grants,,2022-11-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1284
1485,Terminate Quantum Lock for QBITCOIN,,w3f_grants,,2022-11-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1283
1486,Update and rename application-template.md to disruptionx.md,,w3f_grants,,2022-11-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1282
1487,Centrifuge gsrpc v2,,w3f_grants,,2022-11-17,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1281
1488,Crowdloans-FET Application,,w3f_grants,,2022-11-17,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1280
1489,Amend Gafi Milestone 3,,w3f_grants,,2022-11-17,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1279
1490,Update accepted_grant_applications.md to check first delivery of datagen grant,,w3f_grants,,2022-11-16,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1278
1491,Update accepted_grant_applications.md to check first delivery of daos.,,w3f_grants,,2022-11-16,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1277
1492,Decentralized invoice system,,w3f_grants,,2022-11-15,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1276
1493,Update accepted_grant_application,,w3f_grants,,2022-11-15,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1275
1494,Update the timing of keysafe_network.md,,w3f_grants,,2022-11-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1274
1495,Update the deliver timing,,w3f_grants,,2022-11-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1273
1496,drand in substrate,,w3f_grants,,2022-11-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1272
1497,pallet-drand-client application,,w3f_grants,,2022-11-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1271
1498,Sator x Polkadot Grant Proposal,,w3f_grants,,2022-11-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1270
1499,Replace emojis in accepted_grant_applications.md for docusaurus,,w3f_grants,,2022-11-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1269
1500,Unified deployment for the validator node,,w3f_grants,,2022-11-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1268
1501,Amend Subalfred milestone deliverables,,w3f_grants,,2022-11-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1267
1502,New Grant Proposal: Xcavate - the future of real estate finance & pro…,,w3f_grants,,2022-11-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1266
1503,Update accepted_grant_applications.md to check Ventur first delivery,,w3f_grants,,2022-11-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1265
1504,Faterium application,,w3f_grants,,2022-11-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1264
1505,Encourage no token mentions + generic project description,,w3f_grants,,2022-11-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1263
1506,Amend proposal,,w3f_grants,,2022-11-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1262
1507,Added Block Alerts grant application,,w3f_grants,,2022-11-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1261
1508,Updated timeline for ink-smart-contract-wizard,,w3f_grants,,2022-11-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1260
1509,Aridia Labs Application,,w3f_grants,,2022-11-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1259
1510,amend timeline,,w3f_grants,,2022-11-05,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1258
1511,Grant Level 1 | Added polkascan-cli application,,w3f_grants,,2022-11-05,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1257
1512,Web3Box,,w3f_grants,,2022-11-04,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1256
1513,Update accepted_grant_applications.md,,w3f_grants,,2022-11-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1255
1514,ChainViz v1 application,,w3f_grants,,2022-11-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1254
1515,ChainViz v1 application,,w3f_grants,,2022-11-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1253
1516,Add SubRelay application,,w3f_grants,,2022-11-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1252
1517,updating team lead and timeline,,w3f_grants,,2022-11-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1251
1518,Terminate RelationGraph,,w3f_grants,,2022-11-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1250
1519,societal application update,,w3f_grants,,2022-11-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1249
1520,Referral program,,w3f_grants,,2022-11-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1248
1521,Update template,,w3f_grants,,2022-11-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1247
1522,societal application update,,w3f_grants,,2022-11-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1246
1523,Create ParaSpell_follow-up.md,,w3f_grants,,2022-11-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1245
1524,Office hours,,w3f_grants,,2022-11-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1244
1525,Added ink-boxes application,,w3f_grants,,2022-11-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1243
1526,Add Crystal Project,,w3f_grants,,2022-10-30,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1242
1527,Ink Smart Contract Wizard,,w3f_grants,,2022-10-30,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1241
1528,Ink Smart Contract Wizard,,w3f_grants,,2022-10-30,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1240
1529,Add files via upload,,w3f_grants,,2022-10-29,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1239
1530,Change image source for ParaSpell application,,w3f_grants,,2022-10-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1238
1531,Update openbrush-follow-up-2.md,,w3f_grants,,2022-10-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1237
1532,Update typechain-polkadot-follow-up.md,,w3f_grants,,2022-10-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1236
1533,Update accepted_grant_applications.md,,w3f_grants,,2022-10-24,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1234
1534,Build Supply Chain for Web 3.0,,w3f_grants,,2022-10-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1233
1535,Build Supply Chain for Web 3.0,,w3f_grants,,2022-10-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1232
1536,Build Supply Chain for Web 3.0,,w3f_grants,,2022-10-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1231
1537,Amendment to wasm-opt-for-rust: no ARM Mac CI,,w3f_grants,,2022-10-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1230
1538,Update accepted_grant_applications.md to mark the first delivery and as finished XBI grant.,,w3f_grants,,2022-10-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1229
1539,MintoCrypto | Turn your ideas into investments,,w3f_grants,,2022-10-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1228
1540,Level 1 application for MintoCrypto,,w3f_grants,,2022-10-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1227
1541,Update accepted_grant_applications.md to mark as finished whiteflag grant,,w3f_grants,,2022-10-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1226
1542,Changing scope for hardware wallet support for ECDSA accounts,,w3f_grants,,2022-10-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1225
1543,project idiyanale: multi-token community contributions for verified creators,,w3f_grants,,2022-10-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1224
1544,Removing the BTC faucet functionality because BlueWallet does not support the Bitcoin testnet ,,w3f_grants,,2022-10-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1223
1545,"Update accepted_grant_applications.md, to mark as complete the subidentity grant.",,w3f_grants,,2022-10-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1222
1546,"Application for Momentum, an open source, metaverse for digital societies. ",,w3f_grants,,2022-10-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1221
1547,add Listen-Network App,,w3f_grants,,2022-10-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1220
1548,Fix: typos,,w3f_grants,,2022-10-15,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1219
1549,Update accepted_grant_applications.md,,w3f_grants,,2022-10-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1218
1550,Update accepted_grant_applications.md to check first delivery of Asylum follow up grant,,w3f_grants,,2022-10-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1217
1551,Update citadel.md,,w3f_grants,,2022-10-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1216
1552,Update Generic Sybil-Resistant Faucet status,,w3f_grants,,2022-10-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1215
1553,Milestone #2 and #3 minor changes,,w3f_grants,,2022-10-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1214
1554,Milestone #2 and #3 changes,,w3f_grants,,2022-10-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1213
1555,minor change #2 and #3,,w3f_grants,,2022-10-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1212
1556,Grant application - Crowdloan Front End Template,,w3f_grants,,2022-10-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1211
1557,Rename docs/DistributedKeyManagement.md to applications/DistributedKe…,,w3f_grants,,2022-10-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1210
1558,NFT infrastructure | by walt.id,,w3f_grants,,2022-10-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1209
1559,Update application_accepted.yml,,w3f_grants,,2022-10-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1208
1560,Change github organization id from digitanativeinc to standardweb3,,w3f_grants,,2022-10-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1207
1561,tuned deliverables,,w3f_grants,,2022-10-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1206
